TITLE="5MW Offshore Wind Turbine"
VARIABLES="x/c upper","y/c upper","x/c lower","y/c lower"
ZONE T="NACA64_A17", I=101, F=POINT
0.00000000	0.00682700	0.00000000	0.00682700
0.00020700	0.00851900	0.00006700	0.00515450
0.00050200	0.01021700	0.00009300	0.00348200
0.00092800	0.01191700	0.00031600	0.00183700
0.00149200	0.01360900	0.00067900	0.00021600
0.00220000	0.01528600	0.00118900	-0.00137800
0.00306300	0.01694000	0.00184900	-0.00295000
0.00407300	0.01858800	0.00265700	-0.00450500
0.00521700	0.02025000	0.00361400	-0.00604700
0.00649500	0.02193500	0.00472000	-0.00757900
0.00791000	0.02364100	0.00597800	-0.00909900
0.00946900	0.02537100	0.00738500	-0.01060600
0.01118100	0.02712900	0.00893700	-0.01209300
0.01306000	0.02892200	0.01062100	-0.01354500
0.01512300	0.03076000	0.01245200	-0.01495200
0.01738600	0.03265600	0.01446100	-0.01631200
0.01986600	0.03462300	0.01665800	-0.01763300
0.02257800	0.03667700	0.01905000	-0.01892700
0.02554100	0.03882800	0.02164900	-0.02020300
0.02878500	0.04107800	0.02448100	-0.02147000
0.03233500	0.04342700	0.02757200	-0.02274000
0.03621700	0.04587400	0.03095200	-0.02403300
0.04045900	0.04841500	0.03464700	-0.02536800
0.04508900	0.05105000	0.03869200	-0.02675100
0.05015000	0.05378300	0.04312700	-0.02817900
0.05570200	0.05662400	0.04799000	-0.02964900
0.06181100	0.05958300	0.05332200	-0.03115400
0.06853600	0.06266600	0.05917100	-0.03269300
0.07592500	0.06587200	0.06561400	-0.03426900
0.08399600	0.06918400	0.07274100	-0.03588400
0.09274100	0.07257400	0.08064200	-0.03754100
0.10212500	0.07601100	0.08938800	-0.03924400
0.11209400	0.07945300	0.09900400	-0.04097800
0.12256800	0.08285800	0.10946600	-0.04272500
0.13345600	0.08618400	0.12069600	-0.04446300
0.14467700	0.08940300	0.13257100	-0.04615700
0.15618100	0.09250200	0.14493500	-0.04777700
0.16795000	0.09547500	0.15765400	-0.04930400
0.17995900	0.09831300	0.17065800	-0.05073300
0.19217800	0.10100900	0.18391900	-0.05205900
0.20456900	0.10355800	0.19739700	-0.05328000
0.21709500	0.10595000	0.21104400	-0.05439400
0.22972700	0.10818000	0.22480500	-0.05539700
0.24244900	0.11024700	0.23863300	-0.05628400
0.25525500	0.11214900	0.25250800	-0.05705400
0.26814900	0.11388900	0.26642900	-0.05770700
0.28112000	0.11547100	0.28040400	-0.05824600
0.29414400	0.11689300	0.29441600	-0.05867400
0.30718000	0.11815700	0.30842600	-0.05899500
0.32018400	0.11925200	0.32237400	-0.05920700
0.33312300	0.12017000	0.33620800	-0.05929600
0.34597600	0.12090200	0.34990100	-0.05925100
0.35873500	0.12144300	0.36344400	-0.05906300
0.37140700	0.12178900	0.37685200	-0.05872400
0.38401600	0.12193600	0.39016400	-0.05822500
0.39660500	0.12187800	0.40344900	-0.05755300
0.40923500	0.12161000	0.41679900	-0.05670000
0.42197100	0.12113600	0.43030000	-0.05567300
0.43485500	0.12046500	0.44400300	-0.05448500
0.44790500	0.11960800	0.45791100	-0.05315400
0.46110400	0.11857700	0.47198800	-0.05169400
0.47441700	0.11738000	0.48619400	-0.05011700
0.48781700	0.11602200	0.50050400	-0.04843300
0.50128700	0.11451000	0.51491400	-0.04665100
0.51482200	0.11284900	0.52942600	-0.04477600
0.52842100	0.11104300	0.54404300	-0.04281500
0.54208600	0.10909500	0.55876600	-0.04077400
0.55581500	0.10701000	0.57359400	-0.03866100
0.56960800	0.10479000	0.58852600	-0.03648400
0.58346100	0.10244200	0.60355700	-0.03425300
0.59737200	0.09996900	0.61868200	-0.03197700
0.61133500	0.09737800	0.63388700	-0.02966600
0.62534300	0.09467300	0.64914700	-0.02732900
0.63939300	0.09185900	0.66442500	-0.02498200
0.65348500	0.08893800	0.67968300	-0.02263900
0.66762200	0.08591300	0.69488300	-0.02031500
0.68180900	0.08278700	0.70999400	-0.01802500
0.69604800	0.07956500	0.72499100	-0.01578200
0.71034100	0.07625000	0.73986200	-0.01359900
0.72468800	0.07284800	0.75460600	-0.01148500
0.73909100	0.06936200	0.76922600	-0.00945100
0.75355400	0.06579600	0.78370900	-0.00750600
0.76808400	0.06215500	0.79802600	-0.00566500
0.78268600	0.05844400	0.81213300	-0.00394100
0.79736200	0.05467100	0.82600100	-0.00235000
0.81211100	0.05084500	0.83964500	-0.00090400
0.82691800	0.04697500	0.85311200	0.00039000
0.84175100	0.04307500	0.86645800	0.00153300
0.85655100	0.03916600	0.87966800	0.00252600
0.87124700	0.03527500	0.89263200	0.00336600
0.88578300	0.03142900	0.90517800	0.00405100
0.90012900	0.02764600	0.91713700	0.00454800
0.91427100	0.02393800	0.92843800	0.00481800
0.92811200	0.02031600	0.93909700	0.00483900
0.94140900	0.01682500	0.94917000	0.00460400
0.95386800	0.01353000	0.95872800	0.00411900
0.96528600	0.01048200	0.96784000	0.00341200
0.97563000	0.00769500	0.97656200	0.00250900
0.98498300	0.00515400	0.98493800	0.00143400
0.99346800	0.00283300	0.99300600	0.00020500
1.00000000	0.00097400	1.00000000	-0.00097400
